Date,Close,High,Low,Open,Volume,realized_vol,regime_shift_label
2015-02-18,18.668500900268555,18.836999893188477,18.642499923706055,18.68899917602539,53012000,0.027917147202790878,0
2015-02-19,18.950000762939453,19.0939998626709,18.671499252319336,18.67449951171875,59076000,0.027359091695948228,0
2015-02-20,19.183000564575195,19.184999465942383,18.79199981689453,18.930999755859375,65160000,0.027365504280488673,0
2015-02-23,19.006999969482422,19.226999282836914,18.899999618530273,19.172000885009766,43540000,0.027552919417769436,0
2015-02-24,18.929500579833984,19.02400016784668,18.808000564575195,18.9325008392334,38416000,0.02739840896713836,0
2015-02-25,19.26849937438965,19.392499923706055,18.82699966430664,18.863500595092773,63490000,0.02697160271044152,0
2015-02-26,19.239999771118164,19.4685001373291,19.163999557495117,19.203500747680664,53742000,0.02703982934418353,0
2015-02-27,19.007999420166016,19.29949951171875,18.989500045776367,19.200000762939453,50646000,0.027197022729401586,0
2015-03-02,19.283000946044922,19.295000076293945,18.974000930786133,19.042499542236328,42784000,0.026596230552278707,0
2015-03-03,19.230499267578125,19.30500030517578,19.079999923706055,19.197500228881836,38930000,0.026686347825913094,0
2015-03-04,19.13599967956543,19.395000457763672,19.109500885009766,19.285499572753906,45182000,0.02669440658265416,0
2015-03-05,19.39150047302246,19.42099952697754,19.194499969482422,19.280500411987305,53870000,0.02650637523458706,0
2015-03-06,19.004499435424805,19.350000381469727,18.944000244140625,19.275999069213867,52540000,0.02620690553127524,0
2015-03-09,18.92799949645996,18.96649932861328,18.763999938964844,18.920000076293945,46228000,0.02628093664024331,0
2015-03-10,18.475500106811523,18.888500213623047,18.458999633789062,18.872499465942383,62420000,0.026734935017334316,0
2015-03-11,18.318500518798828,18.667499542236328,18.312999725341797,18.530500411987305,49902000,0.02671749079512112,0
2015-03-12,18.711999893188477,18.774999618530273,18.375999450683594,18.44099998474121,56200000,0.026699598318088505,0
2015-03-13,18.52899932861328,18.699499130249023,18.333999633789062,18.576000213623047,52234000,0.026630019438037198,0
2015-03-16,18.667499542236328,18.69700050354004,18.336000442504883,18.518999099731445,47082000,0.013151448635633854,0
2015-03-17,18.59600067138672,18.725000381469727,18.48200035095215,18.555500030517578,40740000,0.01223550554010604,0
2015-03-18,18.756999969482422,18.79949951171875,18.334999084472656,18.49850082397461,53082000,0.012304000705245401,0
2015-03-19,18.66200065612793,18.855499267578125,18.609500885009766,18.693500518798828,38314000,0.012346112360324922,0
2015-03-20,18.92449951171875,18.9685001373291,18.79599952697754,18.81450080871582,75272000,0.011767281315230126,0
2015-03-23,18.75550079345703,19.088499069213867,18.746999740600586,18.903499603271484,44786000,0.011890009818480747,0
2015-03-24,18.704500198364258,18.761999130249023,18.613500595092773,18.699499130249023,44564000,0.011751158654976158,0
2015-03-25,18.54800033569336,19.024999618530273,18.51449966430664,18.758499145507812,68590000,0.011794386366844333,0
2015-03-26,18.36750030517578,18.56999969482422,18.282499313354492,18.47949981689453,58600000,0.011866131417930591,0
2015-03-27,18.527999877929688,18.65850067138672,18.328500747680664,18.355499267578125,52196000,0.01193975595542652,0
2015-03-30,18.72949981689453,18.805999755859375,18.577499389648438,18.5935001373291,36418000,0.011888267421551088,0
2015-03-31,18.604999542236328,18.885000228881836,18.57550048828125,18.66200065612793,50122000,0.011547386226872717,0
2015-04-01,18.51300048828125,18.658000946044922,18.41699981689453,18.604999542236328,49162000,0.011539341502679535,0
2015-04-02,18.612499237060547,18.663999557495117,18.450000762939453,18.524999618530273,37506000,0.011230874417622865,0
2015-04-06,18.851999282836914,19.010000228881836,18.468000411987305,18.5049991607666,61014000,0.011253567470299552,0
2015-04-07,18.720500946044922,18.965499877929688,18.701499938964844,18.8075008392334,39098000,0.011202047138210712,0
2015-04-08,19.059999465942383,19.07900047302246,18.732500076293945,18.732999801635742,52728000,0.011673028584797492,0
2015-04-09,19.177000045776367,19.22100067138672,18.940000534057617,19.033000946044922,47846000,0.01125677535673644,0
2015-04-10,19.13249969482422,19.356000900268555,19.06599998474121,19.215499877929688,51470000,0.011261239448654816,0
2015-04-13,19.118000030517578,19.263999938964844,19.006999969482422,19.17650032043457,37890000,0.011034409233785644,0
2015-04-14,19.25550079345703,19.390499114990234,19.06049919128418,19.175500869750977,51672000,0.010791220680386633,0
2015-04-15,19.172500610351562,19.288999557495117,19.082000732421875,19.232500076293945,38664000,0.010808767001481968,0
2015-04-16,19.302000045776367,19.372499465942383,19.177499771118164,19.184499740600586,41608000,0.010838819583530751,0
2015-04-17,18.777999877929688,19.17799949645996,18.719999313354492,19.131500244140625,76794000,0.011680424632397985,0
2015-04-20,19.475500106811523,19.597000122070312,18.850000381469727,18.927499771118164,100322000,0.012991745622016236,0
2015-04-21,19.55900001525879,19.729999542236328,19.34000015258789,19.565500259399414,92870000,0.012973373684630723,0
2015-04-22,19.489999771118164,19.714000701904297,19.399999618530273,19.595500946044922,69494000,0.012103784720370863,0
2015-04-23,19.499500274658203,19.5939998626709,19.3075008392334,19.510499954223633,159600000,0.011949739306473944,0
2015-04-24,22.2549991607666,22.63249969482422,21.950000762939453,21.950000762939453,343538000,0.026449822736606465,0
2015-04-27,21.92799949645996,22.34950065612793,21.870500564575195,22.19300079345703,108618000,0.026566377041725407,0
2015-04-28,21.465499877929688,21.950000762939453,21.402000427246094,21.925500869750977,82810000,0.02701326068244383,0
2015-04-29,21.4685001373291,21.711999893188477,21.30150032043457,21.337499618530273,72434000,0.02697988125221168,0
2015-04-30,21.089000701904297,21.587499618530273,20.961999893188477,21.355499267578125,72958000,0.027280974028099536,0
2015-05-01,21.14349937438965,21.281999588012695,20.799999237060547,21.19099998474121,71316000,0.02722979354455624,0
2015-05-04,21.152000427246094,21.488500595092773,21.121000289916992,21.239999771118164,45408000,0.02717390949435224,0
2015-05-05,21.059499740600586,21.375499725341797,21.051000595092773,21.142499923706055,57128000,0.02711293618037241,0
2015-05-06,20.954999923706055,21.13599967956543,20.727500915527344,21.071500778198242,51050000,0.027134900252728255,0
2015-05-07,21.3439998626709,21.424999237060547,21.142499923706055,21.207500457763672,55322000,0.02716083220887726,0
2015-05-08,21.684499740600586,21.760000228881836,21.508499145507812,21.537500381469727,58176000,0.027093027250523937,0
2015-05-11,21.642499923706055,21.950000762939453,21.568500518798828,21.625499725341797,47874000,0.027119767276042827,0
2015-05-12,21.551000595092773,21.662500381469727,21.335500717163086,21.554000854492188,38956000,0.02715110711265778,0
2015-05-13,21.3435001373291,21.67650032043457,21.290000915527344,21.499000549316406,39926000,0.027199920530504722,0
2015-05-14,21.61400032043457,21.649999618530273,21.350500106811523,21.47249984741211,37770000,0.027176518470760476,0
2015-05-15,21.299999237060547,21.520000457763672,21.21500015258789,21.399999618530273,84806000,0.02741561845683257,0
2015-05-18,21.261999130249023,21.363500595092773,21.072999954223633,21.299999237060547,47804000,0.02739275367215034,0
2015-05-19,21.085500717163086,21.41200065612793,21.0314998626709,21.243499755859375,49284000,0.0274123493079781,0
2015-05-20,21.19300079345703,21.354999542236328,20.917999267578125,21.030000686645508,43924000,0.027285962762854627,0
2015-05-21,21.581499099731445,21.844999313354492,21.399999618530273,21.399999618530273,82428000,0.027413624934290188,0
2015-05-22,21.381500244140625,21.621999740600586,21.38050079345703,21.577499389648438,40412000,0.027498200466074173,0
2015-05-26,21.273500442504883,21.350000381469727,21.100000381469727,21.309999465942383,44884000,0.02753351063438918,0
2015-05-27,21.570999145507812,21.592500686645508,21.250499725341797,21.372499465942383,44622000,0.027591143305652866,0
2015-05-28,21.328500747680664,21.5674991607666,21.273500442504883,21.48550033569336,38248000,0.02769120116742703,0
2015-05-29,21.46150016784668,21.625,21.361499786376953,21.361499786376953,60322000,0.027689320604638835,0
2015-06-01,21.54599952697754,21.658000946044922,21.309999465942383,21.520000457763672,45066000,0.027061136683217024,0
2015-06-02,21.54949951171875,21.661500930786133,21.3125,21.50349998474121,33378000,0.02638940209071767,0
2015-06-03,21.829500198364258,21.91950035095215,21.637500762939453,21.719999313354492,54558000,0.026446600796977887,0
2015-06-04,21.538999557495117,21.83799934387207,21.46299934387207,21.719999313354492,50216000,0.026599988236398423,0
2015-06-05,21.34749984741211,21.540000915527344,21.325000762939453,21.482999801635742,38158000,0.026690142012103072,0
2015-06-08,21.174999237060547,21.34000015258789,21.071500778198242,21.2810001373291,43450000,0.010897950217425009,0
2015-06-09,21.27400016784668,21.374500274658203,20.957000732421875,21.148000717163086,45774000,0.010665396425181467,0
2015-06-10,21.53849983215332,21.610000610351562,21.283000946044922,21.322999954223633,43446000,0.010216949172634172,0
2015-06-11,21.648500442504883,21.944499969482422,21.57349967956543,21.614500045776367,58450000,0.010257355445866203,0
2015-06-12,21.496000289916992,21.618000030517578,21.413000106811523,21.5625,41088000,0.00977895998434515,0
2015-06-15,21.183500289916992,21.40250015258789,21.131999969482422,21.382999420166016,41020000,0.010159196223607996,0
2015-06-16,21.363000869750977,21.398500442504883,21.133499145507812,21.207500457763672,45928000,0.010273736675704711,0
2015-06-17,21.390499114990234,21.5674991607666,21.237499237060547,21.417999267578125,43718000,0.010236115855956868,0
2015-06-18,21.969499588012695,21.986499786376953,21.470500946044922,21.514999389648438,67568000,0.011235334916597527,0
2015-06-19,21.746000289916992,22.249500274658203,21.66200065612793,22.01300048828125,89902000,0.010970006264346856,0
2015-06-22,21.81450080871582,21.961999893188477,21.708999633789062,21.850000381469727,36472000,0.010602050655363142,0
2015-06-23,22.29949951171875,22.351999282836914,21.684499740600586,21.779499053955078,64900000,0.011311958969481072,0
2015-06-24,22.04199981689453,22.32349967956543,22.011499404907227,22.24850082397461,52416000,0.011508158835991277,0
2015-06-25,22.0049991607666,22.173500061035156,21.819499969482422,21.903499603271484,44750000,0.011349879540065973,0
2015-06-26,21.905000686645508,22.17449951171875,21.753000259399414,22.08799934387207,52490000,0.011177257349707993,0
2015-06-29,21.493000030517578,21.850000381469727,21.450000762939453,21.749000549316406,55064000,0.011405717272178673,0
2015-06-30,21.704500198364258,21.778499603271484,21.523000717163086,21.709999084472656,51938000,0.011527914417031078,0
2015-07-01,21.86949920654297,22.0,21.77899932861328,21.967500686645508,39742000,0.011464305004938134,0
2015-07-02,21.885499954223633,21.90999984741211,21.673999786376953,21.850000381469727,26868000,0.011441180110428951,0
2015-07-06,21.802000045776367,21.986499786376953,21.676000595092773,21.761499404907227,38064000,0.01100432995207052,0
2015-07-07,21.836000442504883,21.886499404907227,21.278499603271484,21.784000396728516,69084000,0.010853579722060054,0
2015-07-08,21.485000610351562,21.79949951171875,21.441499710083008,21.717500686645508,47662000,0.011241316316123148,0
2015-07-09,21.719499588012695,21.93600082397461,21.707500457763672,21.7450008392334,45428000,0.011128274949251523,0
2015-07-10,22.175500869750977,22.236000061035156,21.950000762939453,22.024499893188477,48020000,0.011516445975693105,0
2015-07-13,22.778499603271484,22.89349937438965,22.37700080871582,22.414499282836914,79136000,0.012400916919357926,0
2015-07-14,23.278499603271484,23.479999542236328,22.908000946044922,23.115999221801758,94724000,0.01291159055583436,0
2015-07-15,23.059499740600586,23.235000610351562,23.010000228881836,23.152000427246094,59748000,0.013091691004417661,0
2015-07-16,23.77400016784668,23.79400062561035,23.239999771118164,23.274999618530273,81912000,0.013951948938653591,0
2015-07-17,24.15049934387207,24.270999908447266,23.862499237060547,23.885000228881836,98644000,0.013794814954642522,0
2015-07-20,24.405000686645508,24.65999984741211,24.270000457763672,24.62849998474121,95050000,0.013630686657354101,0
2015-07-21,24.399999618530273,24.444000244140625,24.127500534057617,24.395000457763672,63636000,0.013454432193278123,0
2015-07-22,24.41349983215332,24.625,24.2450008392334,24.29949951171875,62298000,0.013475995581531473,0
2015-07-23,24.108999252319336,24.58300018310547,23.78499984741211,24.58300018310547,187488000,0.013745481930269194,0
2015-07-24,26.47100067138672,29.028499603271484,26.467500686645508,28.949499130249023,438188000,0.021386730608456715,0
2015-07-27,26.570499420166016,27.247499465942383,26.329999923706055,26.387500762939453,149820000,0.021237157202711587,0
2015-07-28,26.30150032043457,26.819499969482422,26.1560001373291,26.799999237060547,105462000,0.02109483620032478,0
2015-07-29,26.450000762939453,26.648500442504883,26.250999450683594,26.54599952697754,75052000,0.02109544476531261,0
2015-07-30,26.83799934387207,26.959999084472656,26.214500427246094,26.38249969482422,74862000,0.021108100383478764,0
2015-07-31,26.8075008392334,27.142000198364258,26.72599983215332,26.954500198364258,60512000,0.02084778680618992,0
2015-08-03,26.75149917602539,27.02199935913086,26.468000411987305,26.872499465942383,60284000,0.020673122504089095,0
2015-08-04,26.594999313354492,26.84749984741211,26.45800018310547,26.484500885009766,58692000,0.02079477368873875,0
2015-08-05,26.850500106811523,26.957000732421875,26.70599937438965,26.940000534057617,57788000,0.020600609403035493,0
2015-08-06,26.472999572753906,27.136999130249023,26.375999450683594,26.96500015258789,76410000,0.020681527157743865,0
2015-08-07,26.131000518798828,26.472999572753906,25.910499572753906,26.45800018310547,79384000,0.020930339493010323,0
2015-08-10,26.200000762939453,26.61400032043457,26.149999618530273,26.426000595092773,52318000,0.020849529726932804,0
2015-08-11,26.37299919128418,26.448999404907227,26.100000381469727,26.1825008392334,53532000,0.020309820483291798,0
2015-08-12,26.295499801635742,26.375,25.652999877929688,26.1875,79246000,0.020378538783356614,0
2015-08-13,26.482999801635742,26.732999801635742,26.274499893188477,26.368499755859375,57904000,0.020377785381253913,0
2015-08-14,26.576000213623047,26.70549964904785,26.412500381469727,26.412500381469727,39896000,0.020357551440406112,0
2015-08-17,26.76099967956543,26.937000274658203,26.356000900268555,26.56450080871582,51634000,0.02026448235968674,0
2015-08-18,26.750999450683594,26.97450065612793,26.649999618530273,26.75200080871582,41426000,0.02028487848196095,0
2015-08-19,26.645999908447266,26.862499237060547,26.450000762939453,26.687000274658203,46480000,0.01992621350164338,0
2015-08-20,25.788999557495117,26.662500381469727,25.78849983215332,26.519500732421875,88160000,0.021194670982725494,0
2015-08-21,24.723499298095703,25.616500854492188,24.723499298095703,25.368000030517578,134130000,0.022716095694056724,0
2015-08-24,23.168500900268555,23.82900047302246,22.549999237060547,23.179000854492188,201952000,0.02549470251300668,0
2015-08-25,23.318500518798828,24.472000122070312,23.3125,24.374500274658203,113586000,0.025208860775382036,0
2015-08-26,25.03849983215332,25.18600082397461,23.937999725341797,24.201000213623047,127172000,0.028271290304854424,0
2015-08-27,25.918500900268555,26.13450050354004,25.363000869750977,25.68549919128418,122290000,0.028416901986385804,0
2015-08-28,25.90049934387207,26.075000762939453,25.652000427246094,25.875,54934000,0.028319107136360912,0
2015-08-31,25.644500732421875,25.970500946044922,25.453500747680664,25.82200050354004,60046000,0.02836175124875938,0
2015-09-01,24.82699966430664,25.5,24.671499252319336,24.957000732421875,77290000,0.029035416216479586,0
2015-09-02,25.52750015258789,25.542999267578125,24.88599967956543,25.254499435424805,74142000,0.029458429901805885,0
2015-09-03,25.236000061035156,25.79199981689453,25.12849998474121,25.725000381469727,62994000,0.029441545985301923,0
2015-09-04,24.950000762939453,25.142499923706055,24.781999588012695,24.88249969482422,53850000,0.023841756985894986,0
2015-09-08,25.87700080871582,25.917499542236328,25.425500869750977,25.434499740600586,76214000,0.024840616894264856,0
2015-09-09,25.844499588012695,26.497499465942383,25.753000259399414,26.200000762939453,87414000,0.02477884381521433,0
2015-09-10,26.11199951171875,26.306499481201172,25.73900032043457,25.75749969482422,51520000,0.024833793615811478,0
2015-09-11,26.472000122070312,26.472000122070312,26.030500411987305,26.053499221801758,64558000,0.024816186053510877,0
2015-09-14,26.069000244140625,26.622499465942383,25.929000854492188,26.472000122070312,62604000,0.024964641708028437,0
2015-09-15,26.118499755859375,26.395999908447266,25.860000610351562,26.162500381469727,57318000,0.024968869754662483,0
2015-09-16,26.36949920654297,26.415000915527344,25.926000595092773,26.099000930786133,45056000,0.025019740135455455,0
2015-09-17,26.943500518798828,27.348499298095703,26.328500747680664,26.349000930786133,83390000,0.02527637074007719,0
2015-09-18,27.01300048828125,27.312000274658203,26.5674991607666,26.731000900268555,123202000,0.025134750826263427,0
2015-09-21,27.41950035095215,27.48900032043457,26.97949981689453,27.21649932861328,65666000,0.02512815221420213,0
2015-09-22,26.920000076293945,27.177499771118164,26.632999420166016,26.98550033569336,76834000,0.025390110572617284,0
2015-09-23,26.803499221801758,27.06049919128418,26.700000762939453,26.915000915527344,44752000,0.025384172322177635,0
2015-09-24,26.6875,26.72800064086914,26.14349937438965,26.52750015258789,70020000,0.02539204349997401,0
2015-09-25,26.212499618530273,27.139999389648438,26.06999969482422,27.12849998474121,80620000,0.025578644327817635,0
2015-09-28,25.202999114990234,26.013999938964844,24.71649932861328,26.000999450683594,108690000,0.026531421204081886,0
2015-09-29,24.803499221801758,25.573999404907227,24.524999618530273,25.299999237060547,89150000,0.026601928075628993,0
2015-09-30,25.594499588012695,25.639999389648438,25.083499908447266,25.27199935913086,80094000,0.027313511052598313,0
2015-10-01,26.035999298095703,26.040000915527344,25.299999237060547,25.549999237060547,75370000,0.02751743719323934,0
2015-10-02,26.62700080871582,26.6299991607666,25.405000686645508,25.649499893188477,91956000,0.027150897345351727,0
2015-10-05,27.18400001525879,27.295499801635742,26.799999237060547,26.84950065612793,67828000,0.02610344023419127,0
2015-10-06,26.874000549316406,27.575000762939453,26.666500091552734,27.274999618530273,90056000,0.022922856177458855,0
2015-10-07,27.097000122070312,27.100000381469727,26.450000762939453,27.089500427246094,76242000,0.02292934440627258,0
2015-10-08,26.658000946044922,26.969499588012695,25.99449920654297,26.835500717163086,93528000,0.01953747914915293,0
2015-10-09,26.989999771118164,27.089500427246094,26.513500213623047,26.724000930786133,70748000,0.018667629621452245,0
2015-10-12,27.50950050354004,27.541000366210938,26.989999771118164,26.99799919128418,55522000,0.018939599268663482,0
2015-10-13,27.44499969482422,27.65999984741211,27.155000686645508,27.312999725341797,58760000,0.0188249571450822,0
2015-10-14,27.241500854492188,27.612499237060547,26.983999252319336,27.566999435424805,71642000,0.017761973645007686,0
2015-10-15,28.121999740600586,28.149999618530273,27.350000381469727,27.387500762939453,98740000,0.01796707684216036,0
2015-10-16,28.538000106811523,28.547000885009766,28.015499114990234,28.263500213623047,86316000,0.017863169636264477,0
2015-10-19,28.657499313354492,28.950000762939453,28.368999481201172,28.538000106811523,87508000,0.017621957905194465,0
2015-10-20,28.04400062561035,28.649999618530273,27.763999938964844,28.600000381469727,86924000,0.017187750136945908,0
2015-10-21,27.78849983215332,28.262500762939453,27.625999450683594,28.193500518798828,66872000,0.01731013805138273,0
2015-10-22,28.195499420166016,28.457500457763672,27.833499908447266,28.135000228881836,155588000,0.017393869455587817,0
2015-10-23,29.951499938964844,30.97249984741211,29.76799964904785,30.884000778198242,213854000,0.020277968858968955,0
2015-10-26,30.430500030517578,30.49250030517578,29.81450080871582,30.114999771118164,85394000,0.02004451711489273,0
2015-10-27,30.550500869750977,30.73550033569336,30.276500701904297,30.43000030517578,75742000,0.020036539272435195,0
2015-10-28,30.854999542236328,30.861499786376953,30.475000381469727,30.614999771118164,78524000,0.020039283690183443,0
2015-10-29,31.327499389648438,31.37700080871582,30.769500732421875,30.885000228881836,77920000,0.019894448610367904,0
2015-10-30,31.295000076293945,31.535999298095703,31.263999938964844,31.300500869750977,77488000,0.019920714844865173,0
2015-11-02,31.417499542236328,31.431499481201172,31.02050018310547,31.35650062561035,56330000,0.01983076746971191,0
2015-11-03,31.265499114990234,31.49449920654297,31.100000381469727,31.476499557495117,64938000,0.01944143330804875,0
2015-11-04,32.04750061035156,32.29650115966797,31.36750030517578,31.38800048828125,96810000,0.019682610499355165,0
2015-11-05,32.782501220703125,32.849998474121094,32.15449905395508,32.35499954223633,94476000,0.019812929267466854,0
2015-11-06,32.96849822998047,33.112998962402344,32.599998474121094,32.75,81844000,0.01925423999691665,0
2015-11-09,32.77450180053711,33.097999572753906,32.39250183105469,32.932498931884766,80976000,0.017316703033636607,0
2015-11-10,32.98400115966797,33.0,32.362998962402344,32.550498962402344,69790000,0.01668513300604258,0
2015-11-11,33.662498474121094,33.79800033569336,33.162498474121094,33.162498474121094,107746000,0.016303241514848726,0
2015-11-12,33.279998779296875,33.78200149536133,33.21099853515625,33.650001525878906,85694000,0.01665078000736137,0
2015-11-13,32.11750030517578,33.349998474121094,32.022499084472656,33.17850112915039,125222000,0.018229997694878236,0
2015-11-16,32.390499114990234,32.4995002746582,31.114500045776367,32.04600143432617,148718000,0.018031253953478744,0
2015-11-17,32.165000915527344,32.662498474121094,32.04999923706055,32.532501220703125,86404000,0.017900951102443056,0
2015-11-18,33.176998138427734,33.24399948120117,32.31850051879883,32.32550048828125,89396000,0.018471668940151748,0
2015-11-19,33.063499450683594,33.643001556396484,32.95000076293945,33.2495002746582,94104000,0.018061284370956502,0
2015-11-20,33.42250061035156,33.44350051879883,32.878501892089844,33.39699935913086,77922000,0.01804791605124145,0
2015-11-23,33.949501037597656,34.13850021362305,33.50600051879883,33.57500076293945,87702000,0.017980571498341896,0
2015-11-24,33.557498931884766,33.790000915527344,33.06050109863281,33.707000732421875,90868000,0.018224818635218756,0
2015-11-25,33.766998291015625,33.98500061035156,33.5620002746582,33.75,53958000,0.018028808959944978,0
2015-11-27,33.66299819946289,34.04949951171875,33.60499954223633,34.040000915527344,39336000,0.017501407428308455,0
2015-11-30,33.2400016784668,34.06449890136719,33.22999954223633,33.79499816894531,113864000,0.01774311901860377,0
2015-12-01,33.952999114990234,34.04999923706055,33.393001556396484,33.6875,95024000,0.01798438207088598,0
2015-12-02,33.800498962402344,34.24100112915039,33.712501525878906,34.04999923706055,85470000,0.017348484284103825,0
2015-12-03,33.3125,34.13949966430664,33.07400131225586,33.97200012207031,101294000,0.017540080895972695,0
2015-12-04,33.63199996948242,33.73899841308594,33.06999969482422,33.29999923706055,90696000,0.017480253947712698,0
2015-12-07,33.49150085449219,33.77299880981445,33.025001525878906,33.73699951171875,74656000,0.01420147893647598,0
2015-12-08,33.86650085449219,33.9995002746582,32.989498138427734,33.15650177001953,73038000,0.014087802595344883,0
2015-12-09,33.239498138427734,33.95000076293945,32.784000396728516,33.900001525878906,103164000,0.014661162762362661,0
2015-12-10,33.11600112915039,33.42649841308594,32.97800064086914,33.27949905395508,69110000,0.014644692066594937,0
2015-12-11,32.00749969482422,32.89400100708008,31.981000900268555,32.561500549316406,109488000,0.015864797368474817,0
2015-12-14,32.89550018310547,32.929500579833984,31.763500213623047,32.087501525878906,86594000,0.016587602495047857,0
2015-12-15,32.93199920654297,33.57500076293945,32.86750030517578,33.25149917602539,95068000,0.01658241452963625,0
2015-12-16,33.78850173950195,33.86750030517578,32.965999603271484,33.178001403808594,79290000,0.017103308573335023,0
2015-12-17,33.532501220703125,34.125,33.532501220703125,34.0,73632000,0.01667445898045325,0
2015-12-18,33.207000732421875,33.84199905395508,33.20650100708008,33.432498931884766,136826000,0.0163020261819814,0
2015-12-21,33.22549819946289,33.494998931884766,32.94649887084961,33.42499923706055,65018000,0.016272183537448366,0
2015-12-22,33.157501220703125,33.42449951171875,32.9630012512207,33.34149932861328,53356000,0.016237050377702227,0
2015-12-23,33.185001373291016,33.33000183105469,32.83150100708008,33.32500076293945,54458000,0.01619809356940513,0
2015-12-24,33.13949966430664,33.23400115966797,33.029998779296875,33.16749954223633,21824000,0.015745066743524647,0
2015-12-28,33.7599983215332,33.775001525878906,33.275001525878906,33.27799987792969,75672000,0.015978625249775395,0
2015-12-29,34.69850158691406,34.821998596191406,33.894500732421875,33.89899826049805,114700000,0.01519926876034903,0
2015-12-30,34.45349884033203,34.77450180053711,34.319000244140625,34.59450149536133,70380000,0.01525660401714956,0
2015-12-31,33.794498443603516,34.38750076293945,33.794498443603516,34.30400085449219,74992000,0.015668986337333723,0
2016-01-04,31.84950065612793,32.88600158691406,31.375499725341797,32.81449890136719,186290000,0.018288751563479366,0
2016-01-05,31.68950080871582,32.34550094604492,31.38249969482422,32.34299850463867,116452000,0.018297378343472094,0
2016-01-06,31.63249969482422,31.989500045776367,31.015499114990234,31.100000381469727,106584000,0.01815137229328267,0
2016-01-07,30.39699935913086,31.5,30.260499954223633,31.09000015258789,141498000,0.01911040512386731,0
2016-01-08,30.352500915527344,31.207000732421875,30.299999237060547,30.982999801635742,110258000,0.019054944015649514,0
2016-01-11,30.886999130249023,30.99250030517578,29.928499221801758,30.624000549316406,97832000,0.019357432352889836,0
2016-01-12,30.894500732421875,31.29949951171875,30.61199951171875,31.262500762939453,94482000,0.019366293448368512,0
2016-01-13,29.090499877929688,31.04400062561035,28.95800018310547,31.04400062561035,153104000,0.021963522026152933,0
2016-01-14,29.649999618530273,30.112499237060547,28.493999481201172,29.012500762939453,144760000,0.02187938568854377,0
2016-01-15,28.509000778198242,29.231000900268555,28.264999389648438,28.61199951171875,155690000,0.02277939117975717,0
2016-01-19,28.724000930786133,29.200000762939453,28.322500228881836,28.85449981689453,96144000,0.02283916878285223,0
2016-01-20,28.588499069213867,28.922500610351562,27.358999252319336,28.218000411987305,159328000,0.022675089814984728,0
